purchased_id;payment_method;shipping_type;promo_code ;Frequency of Purchases;purchase_amount;customer_id;brand_id
4052;Credit Card;Free Shipping;No;Weekly;99;2952;3051
4053;PayPal;Next Day;No;Monthly;24;2953;3052
4054;PayPal;Next Day;No;Annually;82;2954;3053
4055;PayPal;Express;No;Annually;28;2955;3054
4056;Venmo;Free Shipping;No;Annually;67;2956;3055
4057;PayPal;Standard;No;Monthly;88;2957;3056
4058;Cash;Standard;No;Annually;70;2958;3057
4059;Venmo;Standard;No;Monthly;100;2959;3058
4060;PayPal;Free Shipping;No;Quarterly;28;2960;3059
4061;Venmo;Standard;No;Weekly;48;2961;3060
4062;Credit Card;Free Shipping;No;Bi Weekly;43;2962;3061
4063;PayPal;Express;No;Every Three Months;40;2963;3062
4064;Debit Card;Free Shipping;No;Weekly;97;2964;3063
4065;Credit Card;Two Day;No;Fortnightly;25;2965;3064
4066;Bank Transfer;Standard;No;Fortnightly;45;2966;3065
4067;Cash;Store Pickup;No;Every Three Months;49;2967;3066
4068;Cash;Free Shipping;No;Annually;36;2968;3067
4069;Cash;Express;No;Every Three Months;48;2969;3068
4070;Bank Transfer;Next Day;No;Every Three Months;62;2970;3069
4071;Bank Transfer;Free Shipping;No;Bi Weekly;74;2971;3070
4072;Credit Card;Next Day;No;Every Three Months;100;2972;3071
4073;Venmo;Free Shipping;No;Every Three Months;39;2973;3072
4074;PayPal;Store Pickup;No;Fortnightly;65;2974;3073
4075;Cash;Store Pickup;No;Weekly;99;2975;3074
4076;PayPal;Two Day;No;Every Three Months;68;2976;3075
4077;Debit Card;Express;No;Fortnightly;97;2977;3076
4078;PayPal;Standard;No;Annually;47;2978;3077
4079;Credit Card;Free Shipping;No;Fortnightly;56;2979;3078
4080;PayPal;Next Day;No;Weekly;91;2980;3079
4081;Cash;Two Day;No;Monthly;93;2981;3080
4082;PayPal;Standard;No;Annually;36;2982;3081
4083;Venmo;Store Pickup;No;Weekly;45;2983;3082
4084;Venmo;Two Day;No;Quarterly;44;2984;3083
4085;PayPal;Two Day;No;Bi Weekly;32;2985;3084
4086;Venmo;Express;No;Bi Weekly;36;2986;3085
4087;Credit Card;Two Day;No;Monthly;85;2987;3086
4088;Debit Card;Store Pickup;No;Monthly;36;2988;3087
4089;Debit Card;Two Day;No;Monthly;55;2989;3088
4090;Cash;Two Day;No;Weekly;20;2990;3089
4091;Venmo;Free Shipping;No;Monthly;91;2991;3090
4092;PayPal;Standard;No;Bi Weekly;71;2992;3091
4093;Bank Transfer;Store Pickup;No;Weekly;64;2993;3092
4094;Bank Transfer;Free Shipping;No;Bi Weekly;21;2994;3093
4095;Cash;Store Pickup;No;Quarterly;100;2995;3094
4096;Venmo;Standard;No;Bi Weekly;96;2996;3095
4097;Credit Card;Express;No;Every Three Months;91;2997;3096
4098;Venmo;Next Day;No;Every Three Months;40;2998;3097
4099;Venmo;Express;No;Quarterly;53;2999;3098
4100;Bank Transfer;Standard;No;Monthly;48;3000;3099
4101;Cash;Express;No;Weekly;70;3001;3100
4102;Credit Card;Express;No;Quarterly;29;3002;3101
4103;Cash;Next Day;No;Quarterly;29;3003;3102
4104;Venmo;Express;No;Every Three Months;53;3004;3103
4105;Venmo;Store Pickup;No;Fortnightly;79;3005;3104
4106;Bank Transfer;Express;No;Weekly;65;3006;3105
4107;Venmo;Store Pickup;No;Bi Weekly;99;3007;3106
4108;Debit Card;Next Day;No;Weekly;60;3008;3107
4109;Cash;Free Shipping;No;Weekly;86;3009;3108
4110;Venmo;Free Shipping;No;Fortnightly;73;3010;3109
4111;Bank Transfer;Free Shipping;No;Annually;45;3011;3110
4112;Bank Transfer;Next Day;No;Every Three Months;70;3012;3111
4113;Credit Card;Standard;No;Annually;65;3013;3112
4114;Debit Card;Store Pickup;No;Monthly;55;3014;3113
4115;Credit Card;Express;No;Every Three Months;65;3015;3114
4116;Venmo;Express;No;Bi Weekly;21;3016;3115
4117;Credit Card;Store Pickup;No;Quarterly;26;3017;3116
4118;Bank Transfer;Next Day;No;Bi Weekly;71;3018;3117
4119;Debit Card;Free Shipping;No;Bi Weekly;41;3019;3118
4120;Venmo;Two Day;No;Annually;44;3020;3119
4121;Bank Transfer;Store Pickup;No;Every Three Months;81;3021;3120
4122;Debit Card;Two Day;No;Quarterly;77;3022;3121
4123;Debit Card;Free Shipping;No;Weekly;26;3023;3122
4124;PayPal;Express;No;Quarterly;31;3024;3123
4125;Credit Card;Free Shipping;No;Every Three Months;82;3025;3124
4126;Debit Card;Store Pickup;No;Monthly;60;3026;3125
4127;Venmo;Free Shipping;No;Annually;70;3027;3126
4128;Bank Transfer;Two Day;No;Quarterly;26;3028;3127
4129;PayPal;Free Shipping;No;Every Three Months;100;3029;3128
4130;Bank Transfer;Free Shipping;No;Quarterly;82;3030;3129
4131;PayPal;Two Day;No;Weekly;24;3031;3130
4132;PayPal;Two Day;No;Monthly;74;3032;3131
4133;Debit Card;Next Day;No;Quarterly;58;3033;3132
4134;PayPal;Store Pickup;No;Weekly;56;3034;3133
4135;PayPal;Two Day;No;Quarterly;37;3035;3134
4136;Bank Transfer;Free Shipping;No;Bi Weekly;64;3036;3135
4137;PayPal;Next Day;No;Fortnightly;58;3037;3136
4138;Debit Card;Next Day;No;Annually;44;3038;3137
4139;Bank Transfer;Free Shipping;No;Annually;39;3039;3138
4140;Bank Transfer;Next Day;No;Bi Weekly;48;3040;3139
4141;PayPal;Express;No;Fortnightly;32;3041;3140
4142;Credit Card;Express;No;Monthly;79;3042;3141
4143;Credit Card;Next Day;No;Every Three Months;27;3043;3142
4144;Debit Card;Store Pickup;No;Monthly;98;3044;3143
4145;PayPal;Free Shipping;No;Quarterly;67;3045;3144
4146;Debit Card;Two Day;No;Bi Weekly;37;3046;3145
4147;Bank Transfer;Store Pickup;No;Every Three Months;49;3047;3146
4148;Cash;Two Day;No;Bi Weekly;74;3048;3147
4149;PayPal;Standard;No;Fortnightly;93;3049;3148
4150;Debit Card;Next Day;No;Bi Weekly;60;3050;3149
4151;Cash;Standard;No;Every Three Months;76;3051;3150
4152;Venmo;Express;No;Every Three Months;64;3052;3151
4153;Credit Card;Store Pickup;No;Fortnightly;38;3053;3152
4154;Credit Card;Next Day;No;Monthly;91;3054;3153
4155;Cash;Two Day;No;Monthly;70;3055;3154
4156;Bank Transfer;Standard;No;Bi Weekly;22;3056;3155
4157;Credit Card;Standard;No;Bi Weekly;59;3057;3156
4158;PayPal;Next Day;No;Weekly;22;3058;3157
4159;Venmo;Store Pickup;No;Fortnightly;74;3059;3158
4160;PayPal;Express;No;Quarterly;71;3060;3159
4161;Credit Card;Store Pickup;No;Monthly;80;3061;3160
4162;Debit Card;Express;No;Every Three Months;59;3062;3161
4163;Bank Transfer;Standard;No;Monthly;96;3063;3162
4164;Debit Card;Store Pickup;No;Fortnightly;43;3064;3163
4165;Debit Card;Express;No;Quarterly;76;3065;3164
4166;Debit Card;Store Pickup;No;Bi Weekly;59;3066;3165
4167;Cash;Free Shipping;No;Every Three Months;48;3067;3166
4168;Bank Transfer;Free Shipping;No;Weekly;22;3068;3167
4169;Bank Transfer;Express;No;Weekly;40;3069;3168
4170;Venmo;Express;No;Quarterly;73;3070;3169
4171;Debit Card;Free Shipping;No;Bi Weekly;26;3071;3170
4172;Debit Card;Next Day;No;Monthly;41;3072;3171
4173;Venmo;Standard;No;Quarterly;98;3073;3172
4174;PayPal;Free Shipping;No;Bi Weekly;63;3074;3173
4175;Bank Transfer;Next Day;No;Fortnightly;55;3075;3174
4176;Credit Card;Standard;No;Every Three Months;90;3076;3175
4177;Credit Card;Express;No;Bi Weekly;46;3077;3176
4178;Venmo;Store Pickup;No;Bi Weekly;88;3078;3177
4179;Bank Transfer;Two Day;No;Bi Weekly;95;3079;3178
4180;Credit Card;Store Pickup;No;Annually;31;3080;3179
4181;PayPal;Next Day;No;Bi Weekly;42;3081;3180
4182;Debit Card;Next Day;No;Weekly;44;3082;3181
4183;Venmo;Next Day;No;Annually;99;3083;3182
4184;Venmo;Store Pickup;No;Quarterly;20;3084;3183
4185;Bank Transfer;Store Pickup;No;Monthly;37;3085;3184
4186;Credit Card;Store Pickup;No;Every Three Months;50;3086;3185
4187;Debit Card;Next Day;No;Every Three Months;73;3087;3186
4188;Cash;Free Shipping;No;Monthly;84;3088;3187
4189;PayPal;Store Pickup;No;Quarterly;64;3089;3188
4190;Debit Card;Free Shipping;No;Bi Weekly;21;3090;3189
4191;PayPal;Store Pickup;No;Quarterly;36;3091;3190
4192;Bank Transfer;Two Day;No;Annually;81;3092;3191
4193;Cash;Next Day;No;Bi Weekly;54;3093;3192
4194;Bank Transfer;Store Pickup;No;Every Three Months;63;3094;3193
4195;Bank Transfer;Store Pickup;No;Weekly;59;3095;3194
4196;Cash;Standard;No;Fortnightly;53;3096;3195
4197;PayPal;Next Day;No;Monthly;63;3097;3196
4198;Debit Card;Free Shipping;No;Quarterly;33;3098;3197
4199;Bank Transfer;Next Day;No;Quarterly;64;3099;3198
4200;Venmo;Free Shipping;No;Bi Weekly;98;3100;3199
4201;Venmo;Express;No;Weekly;85;3101;3200
4202;PayPal;Express;No;Fortnightly;82;3102;3201
4203;Bank Transfer;Standard;No;Bi Weekly;85;3103;3202
4204;PayPal;Two Day;No;Weekly;37;3104;3203
4205;PayPal;Two Day;No;Fortnightly;56;3105;3204
4206;Debit Card;Express;No;Monthly;33;3106;3205
4207;Venmo;Next Day;No;Annually;57;3107;3206
4208;Debit Card;Standard;No;Bi Weekly;31;3108;3207
4209;Bank Transfer;Two Day;No;Monthly;69;3109;3208
4210;Credit Card;Free Shipping;No;Fortnightly;92;3110;3209
4211;Bank Transfer;Next Day;No;Bi Weekly;46;3111;3210
4212;PayPal;Free Shipping;No;Quarterly;81;3112;3211
4213;Cash;Express;No;Annually;97;3113;3212
4214;PayPal;Express;No;Weekly;93;3114;3213
4215;Venmo;Store Pickup;No;Bi Weekly;56;3115;3214
4216;PayPal;Free Shipping;No;Bi Weekly;53;3116;3215
4217;Debit Card;Store Pickup;No;Weekly;66;3117;3216
4218;Credit Card;Free Shipping;No;Bi Weekly;50;3118;3217
4219;Venmo;Standard;No;Quarterly;97;3119;3218
4220;Cash;Two Day;No;Every Three Months;79;3120;3219
4221;Venmo;Store Pickup;No;Fortnightly;76;3121;3220
4222;Credit Card;Standard;No;Weekly;38;3122;3221
4223;Debit Card;Express;No;Fortnightly;45;3123;3222
4224;PayPal;Next Day;No;Bi Weekly;77;3124;3223
4225;Venmo;Standard;No;Every Three Months;51;3125;3224
4226;Venmo;Standard;No;Quarterly;26;3126;3225
4227;PayPal;Store Pickup;No;Bi Weekly;76;3127;3226
4228;Credit Card;Free Shipping;No;Every Three Months;94;3128;3227
4229;PayPal;Standard;No;Annually;32;3129;3228
4230;PayPal;Express;No;Every Three Months;20;3130;3229
4231;PayPal;Store Pickup;No;Every Three Months;20;3131;3230
4232;Cash;Store Pickup;No;Every Three Months;59;3132;3231
4233;Cash;Express;No;Quarterly;97;3133;3232
4234;Credit Card;Next Day;No;Bi Weekly;68;3134;3233
4235;Venmo;Store Pickup;No;Weekly;66;3135;3234
4236;Bank Transfer;Free Shipping;No;Fortnightly;85;3136;3235
4237;Bank Transfer;Next Day;No;Bi Weekly;32;3137;3236
4238;Cash;Two Day;No;Monthly;44;3138;3237
4239;Venmo;Next Day;No;Every Three Months;95;3139;3238
4240;Venmo;Next Day;No;Weekly;85;3140;3239
4241;Debit Card;Free Shipping;No;Weekly;44;3141;3240
4242;Venmo;Express;No;Bi Weekly;30;3142;3241
4243;PayPal;Two Day;No;Quarterly;21;3143;3242
4244;Debit Card;Store Pickup;No;Quarterly;22;3144;3243
4245;Bank Transfer;Free Shipping;No;Quarterly;70;3145;3244
4246;Debit Card;Standard;No;Fortnightly;29;3146;3245
4247;Bank Transfer;Free Shipping;No;Annually;83;3147;3246
4248;Cash;Express;No;Weekly;99;3148;3247
4249;Credit Card;Free Shipping;No;Weekly;35;3149;3248
4250;Debit Card;Free Shipping;No;Annually;40;3150;3249
4251;Venmo;Express;No;Bi Weekly;25;3151;3250
4252;Cash;Two Day;No;Quarterly;64;3152;3251
4253;Venmo;Store Pickup;No;Monthly;90;3153;3252
4254;Bank Transfer;Next Day;No;Fortnightly;88;3154;3253
4255;Venmo;Standard;No;Quarterly;55;3155;3254
4256;PayPal;Free Shipping;No;Annually;90;3156;3255
4257;Cash;Two Day;No;Monthly;50;3157;3256
4258;Bank Transfer;Store Pickup;No;Fortnightly;34;3158;3257
4259;PayPal;Two Day;No;Monthly;77;3159;3258
4260;PayPal;Store Pickup;No;Quarterly;89;3160;3259
4261;Debit Card;Next Day;No;Fortnightly;87;3161;3260
4262;Cash;Two Day;No;Monthly;77;3162;3261
4263;Credit Card;Standard;No;Quarterly;85;3163;3262
4264;Bank Transfer;Express;No;Monthly;66;3164;3263
4265;Cash;Standard;No;Annually;32;3165;3264
4266;PayPal;Store Pickup;No;Every Three Months;92;3166;3265
4267;Debit Card;Next Day;No;Fortnightly;80;3167;3266
4268;Venmo;Two Day;No;Bi Weekly;78;3168;3267
4269;Bank Transfer;Two Day;No;Fortnightly;24;3169;3268
4270;Venmo;Free Shipping;No;Weekly;59;3170;3269
4271;Debit Card;Express;No;Fortnightly;41;3171;3270
4272;Credit Card;Express;No;Bi Weekly;26;3172;3271
4273;Venmo;Standard;No;Bi Weekly;52;3173;3272
4274;Cash;Next Day;No;Fortnightly;46;3174;3273
4275;PayPal;Store Pickup;No;Monthly;52;3175;3274
4276;Debit Card;Store Pickup;No;Every Three Months;42;3176;3275
4277;Cash;Two Day;No;Monthly;37;3177;3276
4278;Credit Card;Standard;No;Monthly;52;3178;3277
4279;Cash;Free Shipping;No;Annually;34;3179;3278
4280;Debit Card;Free Shipping;No;Bi Weekly;88;3180;3279
4281;Cash;Standard;No;Weekly;88;3181;3280
4282;Cash;Free Shipping;No;Every Three Months;51;3182;3281
4283;PayPal;Free Shipping;No;Annually;97;3183;3282
4284;Debit Card;Standard;No;Every Three Months;56;3184;3283
4285;Credit Card;Two Day;No;Quarterly;53;3185;3284
4286;Credit Card;Express;No;Annually;71;3186;3285
4287;PayPal;Store Pickup;No;Annually;93;3187;3286
4288;Credit Card;Free Shipping;No;Weekly;72;3188;3287
4289;Venmo;Standard;No;Monthly;59;3189;3288
4290;PayPal;Store Pickup;No;Bi Weekly;87;3190;3289
4291;Bank Transfer;Free Shipping;No;Fortnightly;78;3191;3290
4292;Bank Transfer;Store Pickup;No;Every Three Months;68;3192;3291
4293;Credit Card;Free Shipping;No;Fortnightly;76;3193;3292
4294;PayPal;Express;No;Fortnightly;99;3194;3293
4295;Debit Card;Standard;No;Bi Weekly;52;3195;3294
4296;Debit Card;Next Day;No;Quarterly;58;3196;3295
4297;Debit Card;Express;No;Fortnightly;59;3197;3296
4298;Bank Transfer;Free Shipping;No;Every Three Months;71;3198;3297
4299;Cash;Free Shipping;No;Weekly;94;3199;3298
4300;PayPal;Express;No;Monthly;40;3200;3299
4301;PayPal;Free Shipping;No;Monthly;24;3201;3300
4302;Credit Card;Two Day;No;Monthly;38;3202;3301
4303;Bank Transfer;Standard;No;Annually;37;3203;3302
4304;Cash;Express;No;Annually;29;3204;3303
4305;Credit Card;Free Shipping;No;Bi Weekly;92;3205;3304
4306;Debit Card;Two Day;No;Every Three Months;24;3206;3305
4307;Debit Card;Free Shipping;No;Monthly;52;3207;3306
4308;Debit Card;Next Day;No;Annually;29;3208;3307
4309;PayPal;Two Day;No;Weekly;30;3209;3308
4310;Bank Transfer;Standard;No;Annually;31;3210;3309
4311;Debit Card;Express;No;Bi Weekly;67;3211;3310
4312;Credit Card;Standard;No;Monthly;65;3212;3311
4313;Bank Transfer;Two Day;No;Weekly;22;3213;3312
4314;Venmo;Standard;No;Monthly;56;3214;3313
4315;Bank Transfer;Free Shipping;No;Annually;78;3215;3314
4316;Bank Transfer;Free Shipping;No;Every Three Months;90;3216;3315
4317;Debit Card;Next Day;No;Weekly;85;3217;3316
4318;PayPal;Express;No;Weekly;58;3218;3317
4319;Venmo;Express;No;Monthly;34;3219;3318
4320;Bank Transfer;Two Day;No;Weekly;40;3220;3319
4321;PayPal;Free Shipping;No;Monthly;29;3221;3320
4322;Credit Card;Standard;No;Annually;76;3222;3321
4323;Debit Card;Store Pickup;No;Quarterly;84;3223;3322
4324;PayPal;Standard;No;Bi Weekly;65;3224;3323
4325;Cash;Free Shipping;No;Monthly;80;3225;3324
4326;Credit Card;Store Pickup;No;Weekly;98;3226;3325
4327;Debit Card;Next Day;No;Fortnightly;71;3227;3326
4328;Credit Card;Free Shipping;No;Quarterly;69;3228;3327
4329;Credit Card;Two Day;No;Annually;95;3229;3328
4330;Debit Card;Express;No;Monthly;67;3230;3329
4331;Venmo;Next Day;No;Annually;49;3231;3330
4332;PayPal;Free Shipping;No;Annually;97;3232;3331
4333;PayPal;Next Day;No;Monthly;34;3233;3332
4334;Credit Card;Express;No;Bi Weekly;74;3234;3333
4335;Bank Transfer;Two Day;No;Quarterly;96;3235;3334
4336;Venmo;Free Shipping;No;Monthly;68;3236;3335
4337;Venmo;Next Day;No;Monthly;84;3237;3336
4338;Bank Transfer;Express;No;Weekly;57;3238;3337
4339;PayPal;Two Day;No;Quarterly;84;3239;3338
4340;Credit Card;Two Day;No;Monthly;32;3240;3339
4341;Credit Card;Two Day;No;Monthly;37;3241;3340
4342;Credit Card;Store Pickup;No;Quarterly;58;3242;3341
4343;Cash;Express;No;Weekly;74;3243;3342
4344;Venmo;Store Pickup;No;Every Three Months;99;3244;3343
4345;Bank Transfer;Express;No;Annually;81;3245;3344
4346;PayPal;Next Day;No;Weekly;76;3246;3345
4347;Venmo;Store Pickup;No;Monthly;98;3247;3346
4348;Venmo;Express;No;Fortnightly;91;3248;3347
4349;Venmo;Free Shipping;No;Quarterly;79;3249;3348
4350;Credit Card;Express;No;Quarterly;83;3250;3349
4351;Cash;Two Day;No;Weekly;90;3251;3350
4352;Debit Card;Standard;No;Quarterly;20;3252;3351
4353;Bank Transfer;Store Pickup;No;Fortnightly;21;3253;3352
4354;Debit Card;Two Day;No;Fortnightly;60;3254;3353
4355;Venmo;Store Pickup;No;Every Three Months;31;3255;3354
4356;Cash;Next Day;No;Monthly;40;3256;3355
4357;Cash;Free Shipping;No;Every Three Months;26;3257;3356
4358;PayPal;Express;No;Every Three Months;98;3258;3357
4359;Debit Card;Express;No;Bi Weekly;51;3259;3358
4360;PayPal;Two Day;No;Every Three Months;95;3260;3359
4361;Bank Transfer;Two Day;No;Annually;36;3261;3360
4362;Bank Transfer;Store Pickup;No;Weekly;52;3262;3361
4363;Cash;Standard;No;Every Three Months;35;3263;3362
4364;PayPal;Express;No;Fortnightly;68;3264;3363
4365;PayPal;Express;No;Bi Weekly;50;3265;3364
4366;Credit Card;Express;No;Fortnightly;100;3266;3365
4367;Bank Transfer;Next Day;No;Weekly;74;3267;3366
4368;Debit Card;Store Pickup;No;Quarterly;45;3268;3367
4369;Cash;Free Shipping;No;Every Three Months;97;3269;3368
4370;Venmo;Express;No;Monthly;60;3270;3369
4371;Cash;Express;No;Annually;25;3271;3370
4372;Debit Card;Standard;No;Weekly;55;3272;3371
4373;Bank Transfer;Next Day;No;Quarterly;99;3273;3372
4374;Credit Card;Free Shipping;No;Every Three Months;45;3274;3373
4375;Credit Card;Store Pickup;No;Fortnightly;20;3275;3374
4376;Venmo;Two Day;No;Weekly;88;3276;3375
4377;Credit Card;Store Pickup;No;Every Three Months;99;3277;3376
4378;Cash;Store Pickup;No;Monthly;86;3278;3377
4379;Debit Card;Two Day;No;Weekly;70;3279;3378
4380;Credit Card;Express;No;Fortnightly;50;3280;3379
4381;Credit Card;Next Day;No;Monthly;57;3281;3380
4382;Debit Card;Free Shipping;No;Annually;69;3282;3381
4383;Bank Transfer;Next Day;No;Monthly;94;3283;3382
4384;Credit Card;Express;No;Every Three Months;24;3284;3383
4385;Debit Card;Two Day;No;Annually;79;3285;3384
4386;PayPal;Free Shipping;No;Weekly;31;3286;3385
4387;Venmo;Express;No;Fortnightly;67;3287;3386
4388;PayPal;Two Day;No;Weekly;63;3288;3387
4389;Debit Card;Next Day;No;Bi Weekly;61;3289;3388
4390;Venmo;Two Day;No;Every Three Months;50;3290;3389
4391;Bank Transfer;Free Shipping;No;Monthly;82;3291;3390
4392;Bank Transfer;Two Day;No;Monthly;51;3292;3391
4393;Debit Card;Standard;No;Fortnightly;23;3293;3392
4394;Bank Transfer;Two Day;No;Fortnightly;91;3294;3393
4395;PayPal;Store Pickup;No;Bi Weekly;60;3295;3394
4396;PayPal;Next Day;No;Weekly;34;3296;3395
4397;PayPal;Next Day;No;Quarterly;23;3297;3396
4398;Credit Card;Free Shipping;No;Monthly;82;3298;3397
4399;PayPal;Express;No;Every Three Months;73;3299;3398
4400;Bank Transfer;Two Day;No;Monthly;32;3300;3399
4401;Debit Card;Express;No;Bi Weekly;80;3301;3400
4402;PayPal;Free Shipping;No;Fortnightly;58;3302;3401
4403;Venmo;Standard;No;Bi Weekly;82;3303;3402
4404;PayPal;Next Day;No;Fortnightly;60;3304;3403
4405;Debit Card;Next Day;No;Every Three Months;79;3305;3404
4406;Bank Transfer;Standard;No;Bi Weekly;41;3306;3405
4407;Cash;Store Pickup;No;Fortnightly;39;3307;3406
4408;Credit Card;Store Pickup;No;Monthly;36;3308;3407
4409;Venmo;Express;No;Monthly;70;3309;3408
4410;Credit Card;Store Pickup;No;Monthly;47;3310;3409
4411;Debit Card;Free Shipping;No;Fortnightly;27;3311;3410
4412;PayPal;Express;No;Annually;52;3312;3411
4413;Venmo;Next Day;No;Quarterly;75;3313;3412
4414;Cash;Express;No;Monthly;30;3314;3413
4415;PayPal;Standard;No;Quarterly;94;3315;3414
4416;Credit Card;Standard;No;Every Three Months;68;3316;3415
4417;Cash;Free Shipping;No;Fortnightly;45;3317;3416
4418;Debit Card;Standard;No;Quarterly;67;3318;3417
4419;Venmo;Free Shipping;No;Monthly;46;3319;3418
4420;Cash;Next Day;No;Every Three Months;31;3320;3419
4421;Cash;Two Day;No;Every Three Months;44;3321;3420
4422;Bank Transfer;Next Day;No;Annually;100;3322;3421
4423;Credit Card;Next Day;No;Weekly;92;3323;3422
4424;Venmo;Free Shipping;No;Monthly;78;3324;3423
4425;Venmo;Standard;No;Weekly;32;3325;3424
4426;Debit Card;Two Day;No;Monthly;97;3326;3425
4427;Cash;Standard;No;Annually;95;3327;3426
4428;Bank Transfer;Express;No;Quarterly;64;3328;3427
4429;Venmo;Free Shipping;No;Bi Weekly;35;3329;3428
4430;Debit Card;Express;No;Bi Weekly;54;3330;3429
4431;PayPal;Two Day;No;Quarterly;96;3331;3430
4432;Debit Card;Free Shipping;No;Quarterly;58;3332;3431
4433;PayPal;Two Day;No;Bi Weekly;23;3333;3432
4434;Debit Card;Express;No;Monthly;35;3334;3433
4435;Bank Transfer;Free Shipping;No;Annually;23;3335;3434
4436;Credit Card;Express;No;Quarterly;94;3336;3435
4437;Venmo;Free Shipping;No;Annually;45;3337;3436
4438;Bank Transfer;Two Day;No;Bi Weekly;23;3338;3437
4439;Venmo;Two Day;No;Monthly;94;3339;3438
4440;Debit Card;Store Pickup;No;Fortnightly;99;3340;3439
4441;Credit Card;Free Shipping;No;Fortnightly;36;3341;3440
4442;Venmo;Standard;No;Monthly;50;3342;3441
4443;Credit Card;Free Shipping;No;Weekly;81;3343;3442
4444;Bank Transfer;Two Day;No;Bi Weekly;31;3344;3443
4445;Debit Card;Free Shipping;No;Annually;48;3345;3444
4446;Cash;Two Day;No;Bi Weekly;91;3346;3445
4447;PayPal;Express;No;Quarterly;99;3347;3446
4448;Credit Card;Standard;No;Bi Weekly;70;3348;3447
4449;PayPal;Standard;No;Every Three Months;74;3349;3448
4450;Cash;Store Pickup;No;Quarterly;79;3350;3449
4451;PayPal;Two Day;No;Bi Weekly;33;3351;3450
4452;Cash;Two Day;No;Fortnightly;49;3352;3451
4453;Credit Card;Next Day;No;Bi Weekly;96;3353;3452
4454;Debit Card;Free Shipping;No;Every Three Months;66;3354;3453
4455;Cash;Next Day;No;Weekly;45;3355;3454
4456;Debit Card;Store Pickup;No;Bi Weekly;28;3356;3455
4457;Credit Card;Store Pickup;No;Bi Weekly;48;3357;3456
4458;Venmo;Free Shipping;No;Monthly;67;3358;3457
4459;Debit Card;Two Day;No;Annually;59;3359;3458
4460;Credit Card;Next Day;No;Monthly;74;3360;3459
4461;Venmo;Two Day;No;Every Three Months;81;3361;3460
4462;Credit Card;Free Shipping;No;Bi Weekly;26;3362;3461
4463;Credit Card;Next Day;No;Fortnightly;61;3363;3462
4464;PayPal;Next Day;No;Bi Weekly;23;3364;3463
4465;Cash;Standard;No;Monthly;33;3365;3464
4466;Bank Transfer;Express;No;Every Three Months;58;3366;3465
4467;Venmo;Two Day;No;Quarterly;65;3367;3466
4468;Credit Card;Store Pickup;No;Fortnightly;48;3368;3467
4469;Cash;Express;No;Every Three Months;25;3369;3468
4470;Debit Card;Two Day;No;Monthly;51;3370;3469
4471;Venmo;Store Pickup;No;Fortnightly;31;3371;3470
4472;PayPal;Next Day;No;Annually;99;3372;3471
4473;Credit Card;Free Shipping;No;Every Three Months;25;3373;3472
4474;Debit Card;Store Pickup;No;Every Three Months;52;3374;3473
4475;Debit Card;Two Day;No;Annually;47;3375;3474
4476;Debit Card;Express;No;Annually;98;3376;3475
4477;Credit Card;Store Pickup;No;Quarterly;46;3377;3476
4478;Bank Transfer;Next Day;No;Fortnightly;32;3378;3477
4479;PayPal;Next Day;No;Quarterly;75;3379;3478
4480;Debit Card;Store Pickup;No;Weekly;51;3380;3479
4481;PayPal;Standard;No;Every Three Months;52;3381;3480
4482;Bank Transfer;Standard;No;Quarterly;66;3382;3481
4483;Bank Transfer;Express;No;Weekly;35;3383;3482
4484;Credit Card;Next Day;No;Bi Weekly;43;3384;3483
4485;Credit Card;Free Shipping;No;Quarterly;24;3385;3484
4486;PayPal;Standard;No;Every Three Months;83;3386;3485
4487;Debit Card;Two Day;No;Quarterly;62;3387;3486
4488;Venmo;Two Day;No;Bi Weekly;78;3388;3487
4489;Venmo;Store Pickup;No;Weekly;61;3389;3488
4490;Credit Card;Free Shipping;No;Annually;57;3390;3489
4491;Credit Card;Next Day;No;Annually;70;3391;3490
4492;Cash;Two Day;No;Every Three Months;57;3392;3491
4493;Credit Card;Free Shipping;No;Bi Weekly;74;3393;3492
4494;PayPal;Next Day;No;Monthly;90;3394;3493
4495;Cash;Store Pickup;No;Annually;98;3395;3494
4496;Debit Card;Free Shipping;No;Every Three Months;43;3396;3495
4497;PayPal;Next Day;No;Quarterly;37;3397;3496
4498;Bank Transfer;Standard;No;Bi Weekly;38;3398;3497
4499;Cash;Standard;No;Fortnightly;60;3399;3498
4500;Debit Card;Standard;No;Annually;55;3400;3499
4501;Debit Card;Free Shipping;No;Fortnightly;51;3401;3500
4502;Venmo;Standard;No;Weekly;71;3402;3501
4503;Venmo;Two Day;No;Every Three Months;61;3403;3502
4504;Credit Card;Standard;No;Bi Weekly;65;3404;3503
4505;Cash;Two Day;No;Annually;34;3405;3504
4506;Venmo;Store Pickup;No;Bi Weekly;87;3406;3505
4507;Venmo;Store Pickup;No;Quarterly;79;3407;3506
4508;Bank Transfer;Store Pickup;No;Quarterly;46;3408;3507
4509;PayPal;Standard;No;Annually;72;3409;3508
4510;PayPal;Next Day;No;Every Three Months;93;3410;3509
4511;PayPal;Free Shipping;No;Bi Weekly;76;3411;3510
4512;Venmo;Two Day;No;Weekly;56;3412;3511
4513;Credit Card;Store Pickup;No;Quarterly;83;3413;3512
4514;Cash;Express;No;Bi Weekly;90;3414;3513
4515;Venmo;Next Day;No;Quarterly;94;3415;3514
